Name,State,Type,Full_Location,Latitude,Longitude,Coal Consumption ,Coal type,Supply,Demand,Distance from plant,Length (km)
SHRIRAM CEMENT WORKS,RAJASTHAN,Cement,"SHRIRAM CEMENT WORKS, RAJASTHAN, India",26.58333,73.83333,,,,0,,
SUNRISE CEMENT INDUSTRIES,RAJASTHAN,Cement,"SUNRISE CEMENT INDUSTRIES, RAJASTHAN, India",26.58333,73.83333,,,,0,,
SUPER ULTRA CEMENT GS PVT LTD,RAJASTHAN,Cement,"SUPER ULTRA CEMENT GS PVT LTD, RAJASTHAN, India",26.58333,73.83333,,,,0,,
TARUN INDUSTRIES,RAJASTHAN,Cement,"TARUN INDUSTRIES, RAJASTHAN, India",26.58333,73.83333,,,,0,,
THE INDIA CEMENTS LTD- TRINETRA,RAJASTHAN,Cement,"THE INDIA CEMENTS LTD- TRINETRA, RAJASTHAN, India",26.58333,73.83333,,,,0,,
TRINETRA CEMENT LIMITED,RAJASTHAN,Cement,"TRINETRA CEMENT LIMITED, RAJASTHAN, India",26.58333,73.83333,,,,0,,
UDAIPUR CEMENT WORKS LIMITED,RAJASTHAN,Cement,"UDAIPUR CEMENT WORKS LIMITED, RAJASTHAN, India",26.58333,73.83333,,,,0,,
ULTRA TECH CEMENT LTD.-BIRLA WHITE,RAJASTHAN,Cement,"ULTRA TECH CEMENT LTD.-BIRLA WHITE, RAJASTHAN, India",26.58333,73.83333,,,,0,,
ULTRATECH- ADITYA CEMENT WORKS,RAJASTHAN,Cement,"ULTRATECH- ADITYA CEMENT WORKS, RAJASTHAN, India",24.764821,74.607573,,,,0,,
ULTRATECH- KOTPUTLI CEMENT WORKS,RAJASTHAN,Cement,"ULTRATECH- KOTPUTLI CEMENT WORKS, RAJASTHAN, India",26.58333,73.83333,,,,0,,
ULTRATECH NATHDWARA CEMENT LTD - SIKAR,RAJASTHAN,Cement,"ULTRATECH NATHDWARA CEMENT LTD - SIKAR, RAJASTHAN, India",27.61206,75.13996,,,,0,,
ULTRATECH NATHDWARA CEMENT LTD - SIROHI,RAJASTHAN,Cement,"ULTRATECH NATHDWARA CEMENT LTD - SIROHI, RAJASTHAN, India",24.88838,72.84794,,,,0,,
WONDER CEMENT LTD,RAJASTHAN,Cement,"WONDER CEMENT LTD, RAJASTHAN, India",26.58333,73.83333,,,,0,,
ALIGARH GRINDING UNIT,UTTAR PRADESH,Cement,"ALIGARH GRINDING UNIT, UTTAR PRADESH, India",27.25,80.75,,,,0,,
AMBUJA CEMENTS LTD (UNIT: DADRI) (G),UTTAR PRADESH,Cement,"AMBUJA CEMENTS LTD (UNIT: DADRI) (G), UTTAR PRADESH, India",27.25,80.75,,,,0,,
BARA CEMENT WORKS,UTTAR PRADESH,Cement,"BARA CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
BIRLA CEMENT - RAEBARELI CEMENT WORKS,UTTAR PRADESH,Cement,"BIRLA CEMENT - RAEBARELI CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
BOKHARA PALACE PVT LTD,UTTAR PRADESH,Cement,"BOKHARA PALACE PVT LTD, UTTAR PRADESH, India",27.25,80.75,,,,0,,
DALLA CEMENT WORKS,UTTAR PRADESH,Cement,"DALLA CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
DIAMOND INDUSTRIES,UTTAR PRADESH,Cement,"DIAMOND INDUSTRIES, UTTAR PRADESH, India",27.25,80.75,,,,0,,
DLVK CEMENT PVT. LTD.,UTTAR PRADESH,Cement,"DLVK CEMENT PVT. LTD., UTTAR PRADESH, India",27.25,80.75,,,,0,,
ELEPHANT CEMENTS PRIVATE LIMITED,UTTAR PRADESH,Cement,"ELEPHANT CEMENTS PRIVATE LIMITED, UTTAR PRADESH, India",27.25,80.75,,,,0,,
GALLANTT INDUSTRY PRIVATE LIMITED,UTTAR PRADESH,Cement,"GALLANTT INDUSTRY PRIVATE LIMITED, UTTAR PRADESH, India",27.25,80.75,,,,0,,
GALLANTT INDUSTRY PRIVATE LIMITED,UTTAR PRADESH,Cement,"GALLANTT INDUSTRY PRIVATE LIMITED, UTTAR PRADESH, India",27.25,80.75,,,,0,,
GANPATI ADVISORY LIMITED,UTTAR PRADESH,Cement,"GANPATI ADVISORY LIMITED, UTTAR PRADESH, India",27.25,80.75,,,,0,,
HEIDELBERG CEMENT INDIA LTD- JHANSI,UTTAR PRADESH,Cement,"HEIDELBERG CEMENT INDIA LTD- JHANSI, UTTAR PRADESH, India",25.45446,78.58221,,,,0,,
J.K. CEMENT WORKS,UTTAR PRADESH,Cement,"J.K. CEMENT WORKS,  ALIGARH, India",27.88334,78.07475,,,,0,,
J.K. CEMENT WORKS,UTTAR PRADESH,Cement,"J.K. CEMENT WORKS,  HAMIRPUR, India",25.75,80,,,,0,,
JAI LAXMI CEMENT COMPANY PVT. LTD.,UTTAR PRADESH,Cement,"JAI LAXMI CEMENT COMPANY PVT. LTD., UTTAR PRADESH, India",27.25,80.75,,,,0,,
JAYKAYCEM (CENTRAL) WORKS,UTTAR PRADESH,Cement,"JAYKAYCEM (CENTRAL) WORKS,  HAMIRPUR, India",25.75,80,,,,0,,
JAYPEE CEMENT - SADVA KHURD,UTTAR PRADESH,Cement,"JAYPEE CEMENT - SADVA KHURD, UTTAR PRADESH, India",27.25,80.75,,,,0,,
JAYPEE CEMENT- CHUNAR,UTTAR PRADESH,Cement,"JAYPEE CEMENT- CHUNAR, UTTAR PRADESH, India",25.12909,82.8836,,,,0,,
JAYPEE CHURK INDUSTRIAL COMPLEX,UTTAR PRADESH,Cement,"JAYPEE CHURK INDUSTRIAL COMPLEX, UTTAR PRADESH, India",27.25,80.75,,,,0,,
JK CEMENT WORKS,UTTAR PRADESH,Cement,"JK CEMENT WORKS,  PRAYAGRAJ, India",22,79,,,,0,,
KANODIA CEM PRIVATE LIMITED,UTTAR PRADESH,Cement,"KANODIA CEM PRIVATE LIMITED, UTTAR PRADESH, India",27.25,80.75,,,,0,,
MALVIKA CEMENT,UTTAR PRADESH,Cement,"MALVIKA CEMENT, UTTAR PRADESH, India",27.25,80.75,,,,0,,
MARCE CEMENT WORKS LTD.,UTTAR PRADESH,Cement,"MARCE CEMENT WORKS LTD., UTTAR PRADESH, India",27.25,80.75,,,,0,,
MAYFLEX CEMENT INDUSTRIES PVT. LTD.,UTTAR PRADESH,Cement,"MAYFLEX CEMENT INDUSTRIES PVT. LTD., UTTAR PRADESH, India",27.25,80.75,,,,0,,
RCCPL PRIVATE LIMITED,UTTAR PRADESH,Cement,"RCCPL PRIVATE LIMITED,  KUNDANGANJ, India",26.39598,81.1396,,,,0,,
SHREE AGRA CEMENT PLANT (A UNIT OF SHREE CEMENT EAST PVT.LTD.),UTTAR PRADESH,Cement,"SHREE AGRA CEMENT PLANT (A UNIT OF SHREE CEMENT EAST PVT.LTD.), UTTAR PRADESH, India",27.25,80.75,,,,0,,
SIKANDRABAD CEMENT WORKS,UTTAR PRADESH,Cement,"SIKANDRABAD CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
T.T.S.CEMENT,UTTAR PRADESH,Cement,"T.T.S.CEMENT, UTTAR PRADESH, India",27.25,80.75,,,,0,,
TANDA CEMENT WORKS,UTTAR PRADESH,Cement,"TANDA CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
TIKARIA CEMENT WORKS,UTTAR PRADESH,Cement,"TIKARIA CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
UDDYAM CEMENT PRIVATE LIMITED,UTTAR PRADESH,Cement,"UDDYAM CEMENT PRIVATE LIMITED, UTTAR PRADESH, India",27.25,80.75,,,,0,,
ULTRATECH- ALIGARH CEMENT WORKS,UTTAR PRADESH,Cement,"ULTRATECH- ALIGARH CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
ULTRATECH- DADRI CEMENT WORKS,UTTAR PRADESH,Cement,"ULTRATECH- DADRI CEMENT WORKS, UTTAR PRADESH, India",27.25,80.75,,,,0,,
UP GRINDING UNIT - BULANDSHAHR,UTTAR PRADESH,Cement,"UP GRINDING UNIT - BULANDSHAHR, UTTAR PRADESH, India",28.40296,77.85824,,,,0,,
BHABHUA GRINDING UNIT,BIHAR,Cement,"BHABHUA GRINDING UNIT, BIHAR, India",25.75,85.75,,,,0,,
BIHAR CEMENT PLANT (A UNIT OF SHREE CEMENT LTD.),BIHAR,Cement,"BIHAR CEMENT PLANT (A UNIT OF SHREE CEMENT LTD.),  AURANGABAD, India",24.75,84.5,,,,0,,
HIMALAYAHEIGHT CEMENT PVT. LTD.,BIHAR,Cement,"HIMALAYAHEIGHT CEMENT PVT. LTD., BIHAR, India",25.75,85.75,,,,0,,
KALYANPUR CEMENTS LTD,BIHAR,Cement,"KALYANPUR CEMENTS LTD, BIHAR, India",25.75,85.75,,,,0,,
NEW BIHAR CEMENT PLANT (A UNIT OF SHREE CEMENT LTD.),BIHAR,Cement,"NEW BIHAR CEMENT PLANT (A UNIT OF SHREE CEMENT LTD.),  AURANGABAD, India",24.75,84.5,,,,0,,
ROCKHILL HI-TECH CEMENT PRIVATE LIMITED,BIHAR,Cement,"ROCKHILL HI-TECH CEMENT PRIVATE LIMITED, BIHAR, India",25.75,85.75,,,,0,,
ROHTAS CEMENT WORKS,BIHAR,Cement,"ROHTAS CEMENT WORKS, BIHAR, India",25.75,85.75,,,,0,,
SHIVAY CEMENT PVT LTD,BIHAR,Cement,"SHIVAY CEMENT PVT LTD, BIHAR, India",25.75,85.75,,,,0,,
SHIVAY CEMENT PVT LTD.,BIHAR,Cement,"SHIVAY CEMENT PVT LTD., BIHAR, India",25.75,85.75,,,,0,,
ULTRA TECH CEMENT LTD.-PATLIPUTRA CEMENT WORKS,BIHAR,Cement,"ULTRA TECH CEMENT LTD.-PATLIPUTRA CEMENT WORKS, BIHAR, India",25.75,85.75,,,,0,,
ADHUNIK CEMENT LTD,MEGHALAYA,Cement,"ADHUNIK CEMENT LTD, MEGHALAYA, India",25.5,91.33333,,,,0,,
GOLDSTONE CEMENTS LTD,MEGHALAYA,Cement,"GOLDSTONE CEMENTS LTD, MEGHALAYA, India",25.5,91.33333,,,,0,,
GREEN VALLIEY INDUSTRIES LIMITED,MEGHALAYA,Cement,"GREEN VALLIEY INDUSTRIES LIMITED, MEGHALAYA, India",25.5,91.33333,,,,0,,
HM CEMENTS PRIVATE LIMITED,MEGHALAYA,Cement,"HM CEMENTS PRIVATE LIMITED, MEGHALAYA, India",25.5,91.33333,,,,0,,
JUD CEMENTS LTD,MEGHALAYA,Cement,"JUD CEMENTS LTD, MEGHALAYA, India",25.5,91.33333,,,,0,,
MAWMLUH CHERRA CEMENTS LTD,MEGHALAYA,Cement,"MAWMLUH CHERRA CEMENTS LTD, MEGHALAYA, India",25.5,91.33333,,,,0,,
MEGHALAYA CEMENTS LTD.,MEGHALAYA,Cement,"MEGHALAYA CEMENTS LTD., MEGHALAYA, India",25.5,91.33333,,,,0,,
RNB CEMENTS (P) LTD,MEGHALAYA,Cement,"RNB CEMENTS (P) LTD, MEGHALAYA, India",25.5,91.33333,,,,0,,
STAR CEMENT LIMITED - MEGHA T & E LTD,MEGHALAYA,Cement,"STAR CEMENT LIMITED - MEGHA T & E LTD, MEGHALAYA, India",25.5,91.33333,,,,0,,
STAR CEMENT LIMITED - MEGHALAYA,MEGHALAYA,Cement,"STAR CEMENT LIMITED - MEGHALAYA, MEGHALAYA, India",25.5,91.33333,,,,0,,
ADITI INDUSTRIES,ASSAM,Cement,"ADITI INDUSTRIES, ASSAM, India",26,93,,,,0,,
ALSTHOM INDUSTRIES LTD.,ASSAM,Cement,"ALSTHOM INDUSTRIES LTD., ASSAM, India",26,93,,,,0,,
BARAK VALLEY CEMENTS LTD,ASSAM,Cement,"BARAK VALLEY CEMENTS LTD, ASSAM, India",26,93,,,,0,,
CEMENT CORPORATION OF INDIA LTD- BOKAJAN,ASSAM,Cement,"CEMENT CORPORATION OF INDIA LTD- BOKAJAN, ASSAM, India",26.02131,93.77945,,,,0,,
DALMIA CEMENT (NORTH EAST) LIMITED,ASSAM,Cement,"DALMIA CEMENT (NORTH EAST) LIMITED, ASSAM, India",26,93,,,,0,,
K R ASSOCIATES,ASSAM,Cement,"K R ASSOCIATES, ASSAM, India",26,93,,,,0,,
KD CEMENTS,ASSAM,Cement,"KD CEMENTS, ASSAM, India",26,93,,,,0,,
LANGMILI CEMENTS PRIVATE LIMITED,ASSAM,Cement,"LANGMILI CEMENTS PRIVATE LIMITED, ASSAM, India",26,93,,,,0,,
PURBANCHAL CEMENT LIMITED,ASSAM,Cement,"PURBANCHAL CEMENT LIMITED, ASSAM, India",26,93,,,,0,,
SHIVSHAKTI CEMENTS,ASSAM,Cement,"SHIVSHAKTI CEMENTS, ASSAM, India",26,93,,,,0,,
STAR CEMENT LIMITED - GUWAHATI,ASSAM,Cement,"STAR CEMENT LIMITED - GUWAHATI, ASSAM, India",26.1844,91.7458,,,,0,,
STAR CEMENT NORTH EAST LTD (A DIVISION OF STAR CEMENT LTD),ASSAM,Cement,"STAR CEMENT NORTH EAST LTD (A DIVISION OF STAR CEMENT LTD), ASSAM, India",26,93,,,,0,,
ACC LTD. DAMODHAR CEMENT WORKS,WEST BENGAL,Cement,"ACC LTD. DAMODHAR CEMENT WORKS, WEST BENGAL, India",24,88,,,,0,,
AMBUJA CEMENTS LTD (UNIT: FARAKKA) (G),WEST BENGAL,Cement,"AMBUJA CEMENTS LTD (UNIT: FARAKKA) (G), WEST BENGAL, India",24,88,,,,0,,
AMBUJA CEMENTS LTD (UNIT: SANKRAIL) (G),WEST BENGAL,Cement,"AMBUJA CEMENTS LTD (UNIT: SANKRAIL) (G), WEST BENGAL, India",24,88,,,,0,,
BHARAT HITECH(CEMENTS)PVT. LTD. - PURULIA,WEST BENGAL,Cement,"BHARAT HITECH(CEMENTS)PVT. LTD. - PURULIA, WEST BENGAL, India",23.33062,86.36303,,,,0,,
BIRLA- DURGA HITECH CEMENT,WEST BENGAL,Cement,"BIRLA- DURGA HITECH CEMENT, WEST BENGAL, India",24,88,,,,0,,
BIRLA- DURGAPUR CEMENT WORKS,WEST BENGAL,Cement,"BIRLA- DURGAPUR CEMENT WORKS, WEST BENGAL, India",24,88,,,,0,,
JAGDAMBA INDUSTRIES LIMITED,WEST BENGAL,Cement,"JAGDAMBA INDUSTRIES LIMITED, WEST BENGAL, India",24,88,,,,0,,
JSW CEMENT LTD-SALBONI,WEST BENGAL,Cement,"JSW CEMENT LTD-SALBONI, WEST BENGAL, India",24,88,,,,0,,
MA CHANDI DURGA CEMENT PVT LTD,WEST BENGAL,Cement,"MA CHANDI DURGA CEMENT PVT LTD, WEST BENGAL, India",24,88,,,,0,,
NUVOCO VISTAS CORP LTD. - MEJIA CEMENT PLANT,WEST BENGAL,Cement,"NUVOCO VISTAS CORP LTD. - MEJIA CEMENT PLANT, WEST BENGAL, India",24,88,,,,0,,
OCL INDIA LTD- MEDINPUR,WEST BENGAL,Cement,"OCL INDIA LTD- MEDINPUR, WEST BENGAL, India",24,88,,,,0,,
PANAGARH GRINDING UNIT,WEST BENGAL,Cement,"PANAGARH GRINDING UNIT, WEST BENGAL, India",24,88,,,,0,,
SHAKTI UDYOG,WEST BENGAL,Cement,"SHAKTI UDYOG, WEST BENGAL, India",24,88,,,,0,,
SHREE PURULIA CEMENT PLANT,WEST BENGAL,Cement,"SHREE PURULIA CEMENT PLANT, WEST BENGAL, India",24,88,,,,0,,
SHREEGOAPL CONCRETE CEMENT PVT LTD,WEST BENGAL,Cement,"SHREEGOAPL CONCRETE CEMENT PVT LTD, WEST BENGAL, India",24,88,,,,0,,
SHRISTI CEMENT LTD,WEST BENGAL,Cement,"SHRISTI CEMENT LTD, WEST BENGAL, India",24,88,,,,0,,
SILIGURI GRINDING UNIT (A UNIT OF STAR CEMENT LTD),WEST BENGAL,Cement,"SILIGURI GRINDING UNIT (A UNIT OF STAR CEMENT LTD), WEST BENGAL, India",24,88,,,,0,,
SKG CEMENT PVT. LTD.,WEST BENGAL,Cement,"SKG CEMENT PVT. LTD., WEST BENGAL, India",24,88,,,,0,,
SONAR BANGLA CEMENT,WEST BENGAL,Cement,"SONAR BANGLA CEMENT, WEST BENGAL, India",24,88,,,,0,,
SRIJAN CEMENTS LIMITED,WEST BENGAL,Cement,"SRIJAN CEMENTS LIMITED, WEST BENGAL, India",24,88,,,,0,,
THE RAMCO CEMENTS LTD- KOLAGHAT,WEST BENGAL,Cement,"THE RAMCO CEMENTS LTD- KOLAGHAT, WEST BENGAL, India",22.43333,87.86667,,,,0,,
TOP-TECH CEMENT CO. PVT. LTD,WEST BENGAL,Cement,"TOP-TECH CEMENT CO. PVT. LTD, WEST BENGAL, India",24,88,,,,0,,
ULTRA TECH CEMENT LTD.-DANKUNI CEMENT WORKS,WEST BENGAL,Cement,"ULTRA TECH CEMENT LTD.-DANKUNI CEMENT WORKS, WEST BENGAL, India",24,88,,,,0,,
ULTRATECH- WEST BENGAL CEMENT WORKS,WEST BENGAL,Cement,"ULTRATECH- WEST BENGAL CEMENT WORKS, WEST BENGAL, India",24,88,,,,0,,
BURNPUR CEMENT LIMITED,JHARKHAND,Cement,"BURNPUR CEMENT LIMITED, JHARKHAND, India",23.75,85.5,,,,0,,
CHAIBASA CEMENT WORKS,JHARKHAND,Cement,"CHAIBASA CEMENT WORKS, JHARKHAND, India",23.75,85.5,,,,0,,
DALMIA CEMENT EAST LIMITED - BAKARO,JHARKHAND,Cement,"DALMIA CEMENT EAST LIMITED - BAKARO, JHARKHAND, India",23.75,85.5,,,,0,,
NUVOCO VISTAS CORP. LTD.- JOJOBERA CEMENT PLANT,JHARKHAND,Cement,"NUVOCO VISTAS CORP. LTD.- JOJOBERA CEMENT PLANT, JHARKHAND, India",23.75,85.5,,,,0,,
PATRATU CEMENT WORKS,JHARKHAND,Cement,"PATRATU CEMENT WORKS, JHARKHAND, India",23.75,85.5,,,,0,,
RUNGTA MINES LIMITED. CHALIYAMA STEEL PLANT,JHARKHAND,Cement,"RUNGTA MINES LIMITED. CHALIYAMA STEEL PLANT, JHARKHAND, India",23.75,85.5,,,,0,,
SHREE CEMENT LTD - JHARKHAND,JHARKHAND,Cement,"SHREE CEMENT LTD - JHARKHAND, JHARKHAND, India",23.75,85.5,,,,0,,
SINDRI CEMENT WORKS,JHARKHAND,Cement,"SINDRI CEMENT WORKS, JHARKHAND, India",23.75,85.5,,,,0,,
SRI DURGA CEMENT COMPANY LIMITED,JHARKHAND,Cement,"SRI DURGA CEMENT COMPANY LIMITED, JHARKHAND, India",23.75,85.5,,,,0,,
BURNPUR CEMENT LIMITED,JHARKHAND,Cement,"BURNPUR CEMENT LIMITED, JHARKHAND, India",23.75,85.5,,,,0,,
CHAIBASA CEMENT WORKS,JHARKHAND,Cement,"CHAIBASA CEMENT WORKS, JHARKHAND, India",23.75,85.5,,,,0,,
DALMIA CEMENT EAST LIMITED - BAKARO,JHARKHAND,Cement,"DALMIA CEMENT EAST LIMITED - BAKARO, JHARKHAND, India",23.75,85.5,,,,0,,
NUVOCO VISTAS CORP. LTD.- JOJOBERA CEMENT PLANT,JHARKHAND,Cement,"NUVOCO VISTAS CORP. LTD.- JOJOBERA CEMENT PLANT, JHARKHAND, India",23.75,85.5,,,,0,,
PATRATU CEMENT WORKS,JHARKHAND,Cement,"PATRATU CEMENT WORKS, JHARKHAND, India",23.75,85.5,,,,0,,
RUNGTA MINES LIMITED. CHALIYAMA STEEL PLANT,JHARKHAND,Cement,"RUNGTA MINES LIMITED. CHALIYAMA STEEL PLANT, JHARKHAND, India",23.75,85.5,,,,0,,
SHREE CEMENT LTD - JHARKHAND,JHARKHAND,Cement,"SHREE CEMENT LTD - JHARKHAND, JHARKHAND, India",23.75,85.5,,,,0,,
SINDRI CEMENT WORKS,JHARKHAND,Cement,"SINDRI CEMENT WORKS, JHARKHAND, India",23.75,85.5,,,,0,,
SRI DURGA CEMENT COMPANY LIMITED,JHARKHAND,Cement,"SRI DURGA CEMENT COMPANY LIMITED, JHARKHAND, India",23.75,85.5,,,,0,,
BARGARH CEMENT WORKS,ODISHA,Cement,"BARGARH CEMENT WORKS, ODISHA, India",21.371184,83.616488,,,,0,,
CHARIOT STEEL AND POWER PVT LTD,ODISHA,Cement,"CHARIOT STEEL AND POWER PVT LTD, ODISHA, India",20.5,84.41667,,,,0,,
CUTTACK CEMENT WORKS,ODISHA,Cement,"CUTTACK CEMENT WORKS, ODISHA, India",20.5,84.41667,,,,0,,
DALMIA DSP - CUTTACK,ODISHA,Cement,"DALMIA DSP - CUTTACK, ODISHA, India",20.5,86.25,,,,0,,
JAJPUR CEMENT PLANT,ODISHA,Cement,"JAJPUR CEMENT PLANT, ODISHA, India",20.5,84.41667,,,,0,,
JAJPUR CEMENTS PRIVATE LIMITED,ODISHA,Cement,"JAJPUR CEMENTS PRIVATE LIMITED, ODISHA, India",20.5,84.41667,,,,0,,
JINDAL STEEL ODISHA LIMITED,ODISHA,Cement,"JINDAL STEEL ODISHA LIMITED, ODISHA, India",20.5,84.41667,,,,0,,
JK LAKSHMI CEMENT LTD,ODISHA,Cement,"JK LAKSHMI CEMENT LTD, ODISHA, India",20.5,84.41667,,,,0,,
JSW CEMENT LTD- JAJPUR,ODISHA,Cement,"JSW CEMENT LTD- JAJPUR, ODISHA, India",20.84852,86.33729,,,,0,,
OCL INDIA LTD- KAPILAS,ODISHA,Cement,"OCL INDIA LTD- KAPILAS, ODISHA, India",20.5,84.41667,,,,0,,
OCL INDIA LTD- RAJGANGPUR,ODISHA,Cement,"OCL INDIA LTD- RAJGANGPUR, ODISHA, India",22.2,84.583,,,,0,,
ODISHA CEMENT PLANT (A UNIT OF SHREE CEMENT LTD.),ODISHA,Cement,"ODISHA CEMENT PLANT (A UNIT OF SHREE CEMENT LTD.), ODISHA, India",20.5,84.41667,,,,0,,
ODISHA GRINDING PLANT,ODISHA,Cement,"ODISHA GRINDING PLANT, ODISHA, India",20.5,84.41667,,,,0,,
SHIVA CEMENT LIMITED,ODISHA,Cement,"SHIVA CEMENT LIMITED, ODISHA, India",20.5,84.41667,,,,0,,
SITA CEMENT LIMITED,ODISHA,Cement,"SITA CEMENT LIMITED, ODISHA, India",20.5,84.41667,,,,0,,
SITA CEMENT LTD,ODISHA,Cement,"SITA CEMENT LTD, ODISHA, India",20.5,84.41667,,,,0,,
TOSHALI CEMENTS PVT LTD - CHOUDWAR,ODISHA,Cement,"TOSHALI CEMENTS PVT LTD - CHOUDWAR, ODISHA, India",20.5,84.41667,,,,0,,
TOSHALI CEMENTS PVT. LTD - KORAPUT,ODISHA,Cement,"TOSHALI CEMENTS PVT. LTD - KORAPUT, ODISHA, India",19,83,,,,0,,
ULTRATECH- JHARSUGUDA CEMENT WORKS,ODISHA,Cement,"ULTRATECH- JHARSUGUDA CEMENT WORKS, ODISHA, India",20.5,84.41667,,,,0,,
ADITYA CEMENT,CHHATTISGARH,Cement,"ADITYA CEMENT, CHHATTISGARH, India",21.5,82,,,,0,,
AMBUJA CEMENTS LTD (UNIT: BHATAPARA II),CHHATTISGARH,Cement,"AMBUJA CEMENTS LTD (UNIT: BHATAPARA II), CHHATTISGARH, India",21.5,82,,,,0,,
AMBUJA CEMENTS LTD (UNIT: BHATAPARA),CHHATTISGARH,Cement,"AMBUJA CEMENTS LTD (UNIT: BHATAPARA), CHHATTISGARH, India",21.5,82,,,,0,,
CEMENT CORPORATION OF INDIA LTD-AKALTARA,CHHATTISGARH,Cement,"CEMENT CORPORATION OF INDIA LTD-AKALTARA, CHHATTISGARH, India",22.0253,82.42689,,,,0,,
CENTRAL CEMENT INDUSTRIES,CHHATTISGARH,Cement,"CENTRAL CEMENT INDUSTRIES, CHHATTISGARH, India",21.5,82,,,,0,,
CENTURY CEMENT,CHHATTISGARH,Cement,"CENTURY CEMENT, CHHATTISGARH, India",21.5,82,,,,0,,
JAMUL CEMENT WORKS,CHHATTISGARH,Cement,"JAMUL CEMENT WORKS, CHHATTISGARH, India",21.5,82,,,,0,,
JAYPEE CEMENT - BHILAI,CHHATTISGARH,Cement,"JAYPEE CEMENT - BHILAI, CHHATTISGARH, India",21.183411,81.361728,,,,0,,
JK LAKSHMI CEMENT LTD - DURG,CHHATTISGARH,Cement,"JK LAKSHMI CEMENT LTD - DURG, CHHATTISGARH, India",21.372824,81.449478,,,,0,,
LAXMAN CEMENT PRIVATE LIMITED,CHHATTISGARH,Cement,"LAXMAN CEMENT PRIVATE LIMITED, CHHATTISGARH, India",21.5,82,,,,0,,
NU VISTA LTD.- RISDA,CHHATTISGARH,Cement,"NU VISTA LTD.- RISDA, CHHATTISGARH, India",21.5,82,,,,0,,
NUVOCO VISTAS CORP LTD.- ARASMETA CEMENT PLANT,CHHATTISGARH,Cement,"NUVOCO VISTAS CORP LTD.- ARASMETA CEMENT PLANT, CHHATTISGARH, India",21.5,82,,,,0,,
NUVOCO VISTAS CORP LTD.- SONADIH CEMENT PLANT,CHHATTISGARH,Cement,"NUVOCO VISTAS CORP LTD.- SONADIH CEMENT PLANT, CHHATTISGARH, India",21.5,82,,,,0,,
RANVEER CEMENT PRIVATE LIMITED,CHHATTISGARH,Cement,"RANVEER CEMENT PRIVATE LIMITED, CHHATTISGARH, India",21.5,82,,,,0,,
SHRI RAM INDUSTRIES - RAJNANDGAON,CHHATTISGARH,Cement,"SHRI RAM INDUSTRIES - RAJNANDGAON, CHHATTISGARH, India",21.5,82,,,,0,,
ULTRATECH - HIRMI CEMENT WORKS,CHHATTISGARH,Cement,"ULTRATECH - HIRMI CEMENT WORKS, CHHATTISGARH, India",21.5,82,,,,0,,
ULTRATECH - RAWAN CEMENT WORKS,CHHATTISGARH,Cement,"ULTRATECH - RAWAN CEMENT WORKS, CHHATTISGARH, India",21.5,82,,,,0,,
ULTRATECH CEMENT LTD. UNIT: KUKURDIH CEMENT WORKS,CHHATTISGARH,Cement,"ULTRATECH CEMENT LTD. UNIT: KUKURDIH CEMENT WORKS, CHHATTISGARH, India",21.5,82,,,,0,,
AMETHA CEMENT WORKS,MADHYA PRADESH,Cement,"AMETHA CEMENT WORKS, MADHYA PRADESH, India",23.5,78.5,,,,0,,
BADNAWAR GRINDING UNIT,MADHYA PRADESH,Cement,"BADNAWAR GRINDING UNIT, MADHYA PRADESH, India",23.5,78.5,,,,0,,
BELA CEMENT WORKS,MADHYA PRADESH,Cement,"BELA CEMENT WORKS, MADHYA PRADESH, India",23.5,78.5,,,,0,,
BIRLA VIKAS &AMP;AMP;AMP; SATNA CEMENT WORKS,MADHYA PRADESH,Cement,"BIRLA VIKAS &AMP;AMP;AMP; SATNA CEMENT WORKS, MADHYA PRADESH, India",23.5,78.5,,,,0,,
CALDERYS INDIA REFRACTORIES LIMITED,MADHYA PRADESH,Cement,"CALDERYS INDIA REFRACTORIES LIMITED, MADHYA PRADESH, India",23.5,78.5,,,,0,,
CEMENT CORPORATION OF INDIA LTD- NAYAGAON,MADHYA PRADESH,Cement,"CEMENT CORPORATION OF INDIA LTD- NAYAGAON, MADHYA PRADESH, India",25.89453,77.1486,,,,0,,
CEMENT CORPORATION OF INDIA LTD-MANDHAR,MADHYA PRADESH,Cement,"CEMENT CORPORATION OF INDIA LTD-MANDHAR, MADHYA PRADESH, India",23.5,78.5,,,,0,,
CREATIVE HOUSEWARES PVT. LTD,MADHYA PRADESH,Cement,"CREATIVE HOUSEWARES PVT. LTD, MADHYA PRADESH, India",23.5,78.5,,,,0,,
DHAR CEMENT WORKS,MADHYA PRADESH,Cement,"DHAR CEMENT WORKS, MADHYA PRADESH, India",23.5,78.5,,,,0,,
